"plotn"	"TypePL"	"TCT"	"PLrr"	"MF"	"TypeMF"	"Aridity"	"RWC"	"Height"	"Shanon"	"alpha"	"Potential"	"SLO"	"Sand"	"Facil"	"HumanFootprint"	"Cow"	"Goat"	"Pig"	"prod"	"veg_type"	"ph"	"sr"	"lat"	"long"
"591"	"146"	1	57.85833333	0.719703818	0.715955644	1	0.6212	12.99297376	1.97379726	4	1.797179713	0.264105367	14.75	2.767878548	"22.72727273"	14.2372	8.62647	2.39338	2.26461	13.36861699	1	8.043198909	17	40.208839	-3.418192
"592"	"146"	1	57.85833333	0.719703818	0.715955644	1	0.6212	12.99297376	1.97379726	4	1.797179713	0.264105367	14.75	2.767878548	"22.72727273"	14.2372	8.62647	2.39338	2.26461	13.36861699	1	8.043198909	17	40.208839	-3.418192
"60"	"147"	1	63.87666667	0.779135777	0.655326369	1	0.6212	0	1.939329519	1.44	1.782469987	0.264105367	22	2.698083213	"22.72727273"	14.2372	8.62647	2.39338	2.26461	15.2697362	1	8.076700863	14	40.208781	-3.419164
"601"	"147"	1	63.87666667	0.779135777	0.655326369	1	0.6212	0	1.939329519	1.44	1.782469987	0.264105367	22	2.698083213	"22.72727273"	14.2372	8.62647	2.39338	2.26461	15.2697362	1	8.076700863	14	40.208781	-3.419164
"602"	"147"	1	63.87666667	0.779135777	0.655326369	1	0.6212	0	1.939329519	1.44	1.782469987	0.264105367	22	2.698083213	"22.72727273"	14.2372	8.62647	2.39338	2.26461	15.2697362	1	8.076700863	14	40.208781	-3.419164
"61"	"148"	1	66.75833333	0.686099431	0.171862942	1	0.6449	48.43514094	2.098754448	3.35	1.803646477	0.34775703	14.5	2.802182425	NA	27.95581	10.18717	2.44552	2.09954	14.27291152	1	8.059868209	10	39.992575	-3.622536
"612"	"148"	1	66.75833333	0.686099431	0.171862942	1	0.6449	48.43514094	2.098754448	3.35	1.803646477	0.34775703	14.5	2.802182425	NA	27.95581	10.18717	2.44552	2.09954	14.27291152	1	8.059868209	10	39.992575	-3.622536
"613"	"148"	1	66.75833333	0.686099431	0.171862942	1	0.6449	48.43514094	2.098754448	3.35	1.803646477	0.34775703	14.5	2.802182425	NA	27.95581	10.18717	2.44552	2.09954	14.27291152	1	8.059868209	10	39.992575	-3.622536
"62"	"149"	1	48.70833333	0.807150558	0.66688942	1	0.6449	3.447689506	1.94846187	1.34	1.817985555	0.209340276	10.25	2.599509456	NA	32.12239	10.18717	2.44552	2.09954	11.87001231	1	8.104759837	7	39.992036	-3.618947
"621"	"149"	1	48.70833333	0.807150558	0.66688942	1	0.6449	3.447689506	1.94846187	1.34	1.817985555	0.209340276	10.25	2.599509456	NA	32.12239	10.18717	2.44552	2.09954	11.87001231	1	8.104759837	7	39.992036	-3.618947
"622"	"149"	1	48.70833333	0.807150558	0.66688942	1	0.6449	3.447689506	1.94846187	1.34	1.817985555	0.209340276	10.25	2.599509456	NA	32.12239	10.18717	2.44552	2.09954	11.87001231	1	8.104759837	7	39.992036	-3.618947
"63"	"150"	0	14.85833333	0.439291576	0.196420397	1	0.6481	16.91593316	1.89709902	3.67	2.609560058	0.22976461	16.5	2.792307915	NA	27.95581	9.72477	2.17632	2.75497	10.50136152	1	7.750108085	10	39.990464	-3.623103
"631"	"150"	0	14.85833333	0.439291576	0.196420397	1	0.6481	16.91593316	1.89709902	3.67	2.609560058	0.22976461	16.5	2.792307915	NA	27.95581	9.72477	2.17632	2.75497	10.50136152	1	7.750108085	10	39.990464	-3.623103
"632"	"150"	0	14.85833333	0.439291576	0.196420397	1	0.6481	16.91593316	1.89709902	3.67	2.609560058	0.22976461	16.5	2.792307915	NA	27.95581	9.72477	2.17632	2.75497	10.50136152	1	7.750108085	10	39.990464	-3.623103
"64"	"151"	1	48.75	0.702274901	0.558737442	1	0.68	35.9932996	1.971772034	5.33	1.861748458	0.291458919	2.875	2.594232462	"9.375"	9.23418	5.00025	15.206	96.72284	14.69976209	1	7.513555556	23	37.821644	-1.672294
"641"	"151"	1	48.75	0.702274901	0.558737442	1	0.68	35.9932996	1.971772034	5.33	1.861748458	0.291458919	2.875	2.594232462	"9.375"	9.23418	5.00025	15.206	96.72284	14.69976209	1	7.513555556	23	37.821644	-1.672294
"642"	"151"	1	48.75	0.702274901	0.558737442	1	0.68	35.9932996	1.971772034	5.33	1.861748458	0.291458919	2.875	2.594232462	"9.375"	9.23418	5.00025	15.206	96.72284	14.69976209	1	7.513555556	23	37.821644	-1.672294
"65"	"152"	1	44.91666667	0.69230091	0.317394655	1	0.68	15.12216677	1.92622408	3.53	1.740828645	0.167171715	1.25	2.631417381	"9.375"	6.65987	5.00025	15.206	96.72284	13.13324461	1	7.609371667	20	37.821156	-1.673747
"651"	"152"	1	44.91666667	0.69230091	0.317394655	1	0.68	15.12216677	1.92622408	3.53	1.740828645	0.167171715	1.25	2.631417381	"9.375"	6.65987	5.00025	15.206	96.72284	13.13324461	1	7.609371667	20	37.821156	-1.673747
"652"	"152"	1	44.91666667	0.69230091	0.317394655	1	0.68	15.12216677	1.92622408	3.53	1.740828645	0.167171715	1.25	2.631417381	"9.375"	6.65987	5.00025	15.206	96.72284	13.13324461	1	7.609371667	20	37.821156	-1.673747
"66"	"153"	1	56.63333333	0.703805385	1.068982722	1	0.6186	21.21013065	2.050449362	2.68	2.003122898	0.808629611	17.75	2.673180879	"14.28571429"	9.6448	14.6434	4.71958	2.79362	13.95458569	1	8.148430611	14	40.1861	-3.503464
"661"	"153"	1	56.63333333	0.703805385	1.068982722	1	0.6186	21.21013065	2.050449362	2.68	2.003122898	0.808629611	17.75	2.673180879	"14.28571429"	9.6448	14.6434	4.71958	2.79362	13.95458569	1	8.148430611	14	40.1861	-3.503464
"662"	"153"	1	56.63333333	0.703805385	1.068982722	1	0.6186	21.21013065	2.050449362	2.68	2.003122898	0.808629611	17.75	2.673180879	"14.28571429"	9.6448	14.6434	4.71958	2.79362	13.95458569	1	8.148430611	14	40.1861	-3.503464
"67"	"154"	1	67.23333333	0.848864736	0.173275692	1	0.6186	0	1.954777809	1.05	1.49698567	0.267081504	17.5	2.730887428	NA	9.6448	14.6434	4.71958	2.79362	14.44649857	1	8.080286429	5	40.186011	-3.502865
"671"	"154"	1	67.23333333	0.848864736	0.173275692	1	0.6186	0	1.954777809	1.05	1.49698567	0.267081504	17.5	2.730887428	NA	9.6448	14.6434	4.71958	2.79362	14.44649857	1	8.080286429	5	40.186011	-3.502865
"672"	"154"	1	67.23333333	0.848864736	0.173275692	1	0.6186	0	1.954777809	1.05	1.49698567	0.267081504	17.5	2.730887428	NA	9.6448	14.6434	4.71958	2.79362	14.44649857	1	8.080286429	5	40.186011	-3.502865
"68"	"155"	1	33.18333333	0.636821754	-0.536306126	0	0.6396	5.637771105	1.926784749	2.03	2.135656052	0.590970437	27.75	2.701835249	NA	5.67245	10.1643	6.66658	80.44044	7.405946398	1	7.713335471	14	40.041404	-3.211618
"681"	"155"	1	33.18333333	0.636821754	-0.536306126	0	0.6396	5.637771105	1.926784749	2.03	2.135656052	0.590970437	27.75	2.701835249	NA	5.67245	10.1643	6.66658	80.44044	7.405946398	1	7.713335471	14	40.041404	-3.211618
"682"	"155"	1	33.18333333	0.636821754	-0.536306126	0	0.6396	5.637771105	1.926784749	2.03	2.135656052	0.590970437	27.75	2.701835249	NA	5.67245	10.1643	6.66658	80.44044	7.405946398	1	7.713335471	14	40.041404	-3.211618
"69"	"156"	1	62.775	0.597326969	0.531181487	1	0.6412	59.21187241	1.774516966	6.2	1.733070616	0.225356934	3.5	2.725068039	"22.22222222"	10.88294	0.7918	7.11801	9.95895	16.54128456	1	8.12325873	16	39.208778	-2.514086
"691"	"156"	1	62.775	0.597326969	0.531181487	1	0.6412	59.21187241	1.774516966	6.2	1.733070616	0.225356934	3.5	2.725068039	"22.22222222"	10.88294	0.7918	7.11801	9.95895	16.54128456	1	8.12325873	16	39.208778	-2.514086
"692"	"156"	1	62.775	0.597326969	0.531181487	1	0.6412	59.21187241	1.774516966	6.2	1.733070616	0.225356934	3.5	2.725068039	"22.22222222"	10.88294	0.7918	7.11801	9.95895	16.54128456	1	8.12325873	16	39.208778	-2.514086
"70"	"157"	1	48.25	0.635016619	0.64164735	1	0.6446	59.67381555	2.317120645	4.23	1.590936006	0.373186228	1.75	2.633379441	"22.22222222"	4.97568	0.88819	5.10738	12.92662	15.16499664	1	8.157547074	15	39.207539	-2.514767
"701"	"157"	1	48.25	0.635016619	0.64164735	1	0.6446	59.67381555	2.317120645	4.23	1.590936006	0.373186228	1.75	2.633379441	"22.22222222"	4.97568	0.88819	5.10738	12.92662	15.16499664	1	8.157547074	15	39.207539	-2.514767
"702"	"157"	1	48.25	0.635016619	0.64164735	1	0.6446	59.67381555	2.317120645	4.23	1.590936006	0.373186228	1.75	2.633379441	"22.22222222"	4.97568	0.88819	5.10738	12.92662	15.16499664	1	8.157547074	15	39.207539	-2.514767
"71"	"158"	0	36.19117647	0.541887535	0.779828387	1	0.6016	33.66537573	1.937051251	7.01	2.116924628	0.489176586	14.5	2.680338054	"10.63829787"	11.47939	3.17298	12.5791	96.62157	15.0892938	1	8.162550993	39	38.588222	-1.203783
"712"	"158"	0	36.19117647	0.541887535	0.779828387	1	0.6016	33.66537573	1.937051251	7.01	2.116924628	0.489176586	14.5	2.680338054	"10.63829787"	11.47939	3.17298	12.5791	96.62157	15.0892938	1	8.162550993	39	38.588222	-1.203783
"713"	"158"	0	36.19117647	0.541887535	0.779828387	1	0.6016	33.66537573	1.937051251	7.01	2.116924628	0.489176586	14.5	2.680338054	"10.63829787"	11.47939	3.17298	12.5791	96.62157	15.0892938	1	8.162550993	39	38.588222	-1.203783
"72"	"159"	0	42.29166667	0.525172518	1.007203343	1	0.6058	30.06121511	1.860379936	6.5	1.981202637	0.915542584	18.5	2.813125605	"10.63829787"	11.47939	3.36007	14.39501	106.65186	17.54274937	1	8.140838009	27	38.588606	-1.199478
"721"	"159"	0	42.29166667	0.525172518	1.007203343	1	0.6058	30.06121511	1.860379936	6.5	1.981202637	0.915542584	18.5	2.813125605	"10.63829787"	11.47939	3.36007	14.39501	106.65186	17.54274937	1	8.140838009	27	38.588606	-1.199478
"722"	"159"	0	42.29166667	0.525172518	1.007203343	1	0.6058	30.06121511	1.860379936	6.5	1.981202637	0.915542584	18.5	2.813125605	"10.63829787"	11.47939	3.36007	14.39501	106.65186	17.54274937	1	8.140838009	27	38.588606	-1.199478
"8"	"16"	0	18.46666667	0.303644826	-0.737160482	0	0.9173	100	NA	1.78	2.651721565	0.284416409	1	3.090145512	NA	14.53468	0.02391	1.18221	0.00032	8.911958186	2	9.00925498	3	-31.704389	-68.1523
"810"	"16"	0	18.46666667	0.303644826	-0.737160482	0	0.9173	100	NA	1.78	2.651721565	0.284416409	1	3.090145512	NA	14.53468	0.02391	1.18221	0.00032	8.911958186	2	9.00925498	3	-31.704389	-68.1523
"811"	"16"	0	18.46666667	0.303644826	-0.737160482	0	0.9173	100	NA	1.78	2.651721565	0.284416409	1	3.090145512	NA	14.53468	0.02391	1.18221	0.00032	8.911958186	2	9.00925498	3	-31.704389	-68.1523
"73"	"162"	0	31.16666667	0.310442167	0.417653673	1	0.6376	77.74226148	1.865808465	3.52	2.440608782	0.163956025	16.25	2.740557828	"20"	16.49066	0.67419	6.45292	16.88837	13.60038537	2	8.349506693	15	38.791855	-1.717695
"731"	"162"	0	31.16666667	0.310442167	0.417653673	1	0.6376	77.74226148	1.865808465	3.52	2.440608782	0.163956025	16.25	2.740557828	"20"	16.49066	0.67419	6.45292	16.88837	13.60038537	2	8.349506693	15	38.791855	-1.717695
"732"	"162"	0	31.16666667	0.310442167	0.417653673	1	0.6376	77.74226148	1.865808465	3.52	2.440608782	0.163956025	16.25	2.740557828	"20"	16.49066	0.67419	6.45292	16.88837	13.60038537	2	8.349506693	15	38.791855	-1.717695
"74"	"163"	1	55.26706664	0.613570187	-0.261206359	0	0.5937	93.3234643	NA	4.9	1.912562608	0.600280368	14.75	2.747554065	NA	3.63007	1.04249	2.87899	9.90896	12.37221538	2	8.169498189	15	39.877405	-2.78807
"741"	"163"	1	55.26706664	0.613570187	-0.261206359	0	0.5937	93.3234643	NA	4.9	1.912562608	0.600280368	14.75	2.747554065	NA	3.63007	1.04249	2.87899	9.90896	12.37221538	2	8.169498189	15	39.877405	-2.78807
"742"	"163"	1	55.26706664	0.613570187	-0.261206359	0	0.5937	93.3234643	NA	4.9	1.912562608	0.600280368	14.75	2.747554065	NA	3.63007	1.04249	2.87899	9.90896	12.37221538	2	8.169498189	15	39.877405	-2.78807
"75"	"164"	0	25.89076577	0.529003108	0.221465511	1	0.7095	86.88463233	1.842696589	13.02	1.826807567	0.232813467	18.75	2.934550957	"22.72727273"	30.87538	0.30999	6.80334	13.03181	15.12714688	2	8.439678508	22	38.310264	-0.755069
"751"	"164"	0	25.89076577	0.529003108	0.221465511	1	0.7095	86.88463233	1.842696589	13.02	1.826807567	0.232813467	18.75	2.934550957	"22.72727273"	30.87538	0.30999	6.80334	13.03181	15.12714688	2	8.439678508	22	38.310264	-0.755069
"752"	"164"	0	25.89076577	0.529003108	0.221465511	1	0.7095	86.88463233	1.842696589	13.02	1.826807567	0.232813467	18.75	2.934550957	"22.72727273"	30.87538	0.30999	6.80334	13.03181	15.12714688	2	8.439678508	22	38.310264	-0.755069
"76"	"165"	1	41.93005051	0.596592527	0.323591189	1	0.6435	100	2.202153067	2.06	1.713011343	0.226424794	8.25	2.704608423	"11.11111111"	9.79191	1.11833	9.99577	20.05486	10.5281747	2	8.307071634	9	39.038238	-2.257905
"761"	"165"	1	41.93005051	0.596592527	0.323591189	1	0.6435	100	2.202153067	2.06	1.713011343	0.226424794	8.25	2.704608423	"11.11111111"	9.79191	1.11833	9.99577	20.05486	10.5281747	2	8.307071634	9	39.038238	-2.257905
"762"	"165"	1	41.93005051	0.596592527	0.323591189	1	0.6435	100	2.202153067	2.06	1.713011343	0.226424794	8.25	2.704608423	"11.11111111"	9.79191	1.11833	9.99577	20.05486	10.5281747	2	8.307071634	9	39.038238	-2.257905
"77"	"166"	0	15.16666667	0.382735335	-0.053579003	0	0.5978	95.51282051	1.864226204	1.8	2.22923963	0.474125106	6.2313	2.793585595	"15.38461538"	16.1064	0.49213	7.88415	17.26167	8.021206738	2	8.36793977	13	39.009951	-2.66289
"771"	"166"	0	15.16666667	0.382735335	-0.053579003	0	0.5978	95.51282051	1.864226204	1.8	2.22923963	0.474125106	6.2313	2.793585595	"15.38461538"	16.1064	0.49213	7.88415	17.26167	8.021206738	2	8.36793977	13	39.009951	-2.66289
"772"	"166"	0	15.16666667	0.382735335	-0.053579003	0	0.5978	95.51282051	1.864226204	1.8	2.22923963	0.474125106	6.2313	2.793585595	"15.38461538"	16.1064	0.49213	7.88415	17.26167	8.021206738	2	8.36793977	13	39.009951	-2.66289
"78"	"167"	0	28.5	0.550036507	-0.566711699	0	0.7204	98.82352999	1.567778962	5.88	2.323323318	0.523807958	14	2.555077152	"33.33333333"	12.12151	6.30552	14.06553	161.98135	9.209767653	2	7.730498737	12	38.165086	-1.508991
"781"	"167"	0	28.5	0.550036507	-0.566711699	0	0.7204	98.82352999	1.567778962	5.88	2.323323318	0.523807958	14	2.555077152	"33.33333333"	12.12151	6.30552	14.06553	161.98135	9.209767653	2	7.730498737	12	38.165086	-1.508991
"782"	"167"	0	28.5	0.550036507	-0.566711699	0	0.7204	98.82352999	1.567778962	5.88	2.323323318	0.523807958	14	2.555077152	"33.33333333"	12.12151	6.30552	14.06553	161.98135	9.209767653	2	7.730498737	12	38.165086	-1.508991
"79"	"168"	0	27.08333333	0.510359883	-0.268886802	0	0.7137	81.9023569	1.758639427	4.7	2.262956749	0.45373634	0.5	2.934404591	"23.07692308"	12.25091	3.75942	28.88791	147.896	13.98069692	2	8.628823673	13	37.721332	-1.836988
"791"	"168"	0	27.08333333	0.510359883	-0.268886802	0	0.7137	81.9023569	1.758639427	4.7	2.262956749	0.45373634	0.5	2.934404591	"23.07692308"	12.25091	3.75942	28.88791	147.896	13.98069692	2	8.628823673	13	37.721332	-1.836988
"792"	"168"	0	27.08333333	0.510359883	-0.268886802	0	0.7137	81.9023569	1.758639427	4.7	2.262956749	0.45373634	0.5	2.934404591	"23.07692308"	12.25091	3.75942	28.88791	147.896	13.98069692	2	8.628823673	13	37.721332	-1.836988
"80"	"169"	1	63.97657177	0.76100741	0.676396043	1	0.5907	97.80485473	2.070957228	6.37	1.867070387	0.323498447	21	2.637054434	"17.64705882"	3.04499	1.60241	1.93602	0.87147	13.9471178	2	8.277973339	34	40.158302	-2.8891
"801"	"169"	1	63.97657177	0.76100741	0.676396043	1	0.5907	97.80485473	2.070957228	6.37	1.867070387	0.323498447	21	2.637054434	"17.64705882"	3.04499	1.60241	1.93602	0.87147	13.9471178	2	8.277973339	34	40.158302	-2.8891
"802"	"169"	1	63.97657177	0.76100741	0.676396043	1	0.5907	97.80485473	2.070957228	6.37	1.867070387	0.323498447	21	2.637054434	"17.64705882"	3.04499	1.60241	1.93602	0.87147	13.9471178	2	8.277973339	34	40.158302	-2.8891
"9"	"17"	1	45.58542753	0.660437699	-0.216846309	0	0.7918	99.95877921	NA	4.02	1.668383568	0.220904815	1	3.017242971	NA	17.36938	0.46339	2.48588	0.02	12.62935413	2	8.559437302	7	-31.390807	-66.970198
"910"	"17"	1	45.58542753	0.660437699	-0.216846309	0	0.7918	99.95877921	NA	4.02	1.668383568	0.220904815	1	3.017242971	NA	17.36938	0.46339	2.48588	0.02	12.62935413	2	8.559437302	7	-31.390807	-66.970198
"911"	"17"	1	45.58542753	0.660437699	-0.216846309	0	0.7918	99.95877921	NA	4.02	1.668383568	0.220904815	1	3.017242971	NA	17.36938	0.46339	2.48588	0.02	12.62935413	2	8.559437302	7	-31.390807	-66.970198
"81"	"170"	1	57.875	0.826307466	-0.113908502	0	0.7188	80.98114486	1.805330913	3.78	1.85733214	0.395518026	2.3409	2.458397933	"23.07692308"	11.96173	6.0768	17.26129	105.37849	11.98414118	2	8.441888982	13	37.923184	-1.470172
"812"	"170"	1	57.875	0.826307466	-0.113908502	0	0.7188	80.98114486	1.805330913	3.78	1.85733214	0.395518026	2.3409	2.458397933	"23.07692308"	11.96173	6.0768	17.26129	105.37849	11.98414118	2	8.441888982	13	37.923184	-1.470172
"813"	"170"	1	57.875	0.826307466	-0.113908502	0	0.7188	80.98114486	1.805330913	3.78	1.85733214	0.395518026	2.3409	2.458397933	"23.07692308"	11.96173	6.0768	17.26129	105.37849	11.98414118	2	8.441888982	13	37.923184	-1.470172
"82"	"171"	1	46.70833333	0.692098333	0.153544194	1	0.7159	99.35897436	1.794118425	2.74	1.909141746	0.235167235	9.1491	2.861635675	"20"	8.01268	3.74654	36.0797	166.10715	14.12756648	2	8.253419043	10	37.726728	-1.784601
"821"	"171"	1	46.70833333	0.692098333	0.153544194	1	0.7159	99.35897436	1.794118425	2.74	1.909141746	0.235167235	9.1491	2.861635675	"20"	8.01268	3.74654	36.0797	166.10715	14.12756648	2	8.253419043	10	37.726728	-1.784601
"822"	"171"	1	46.70833333	0.692098333	0.153544194	1	0.7159	99.35897436	1.794118425	2.74	1.909141746	0.235167235	9.1491	2.861635675	"20"	8.01268	3.74654	36.0797	166.10715	14.12756648	2	8.253419043	10	37.726728	-1.784601
"83"	"172"	1	27.62100457	0.699276848	0.390841222	1	0.6662	92.09383045	1.980644108	7.53	1.792815316	0.189037671	15.4	2.506899695	"14.28571429"	8.26918	0.32914	7.7013	24.30478	13.84764241	2	8.310365526	21	38.308579	-0.963246
"831"	"172"	1	27.62100457	0.699276848	0.390841222	1	0.6662	92.09383045	1.980644108	7.53	1.792815316	0.189037671	15.4	2.506899695	"14.28571429"	8.26918	0.32914	7.7013	24.30478	13.84764241	2	8.310365526	21	38.308579	-0.963246
"832"	"172"	1	27.62100457	0.699276848	0.390841222	1	0.6662	92.09383045	1.980644108	7.53	1.792815316	0.189037671	15.4	2.506899695	"14.28571429"	8.26918	0.32914	7.7013	24.30478	13.84764241	2	8.310365526	21	38.308579	-0.963246
"84"	"173"	1	56.20833333	0.713428975	0.100155634	1	0.5921	93.97853736	1.860523665	4	1.833858945	0.278379289	12.75	2.61800331	"27.27272727"	28.33085	12.50157	2.42926	1.93368	10.65884633	2	8.291007917	11	40.36936	-3.388677
"841"	"173"	1	56.20833333	0.713428975	0.100155634	1	0.5921	93.97853736	1.860523665	4	1.833858945	0.278379289	12.75	2.61800331	"27.27272727"	28.33085	12.50157	2.42926	1.93368	10.65884633	2	8.291007917	11	40.36936	-3.388677
"842"	"173"	1	56.20833333	0.713428975	0.100155634	1	0.5921	93.97853736	1.860523665	4	1.833858945	0.278379289	12.75	2.61800331	"27.27272727"	28.33085	12.50157	2.42926	1.93368	10.65884633	2	8.291007917	11	40.36936	-3.388677
"85"	"174"	0	44.25	0.535847008	-0.03292192	0	0.7588	97.86585366	1.877785859	3.02	1.946940497	0.359036142	4.25	2.585344427	"18.18181818"	35.67412	3.39545	35.54844	79.44103	9.772607381	2	8.37092	11	37.593066	-1.232379
"851"	"174"	0	44.25	0.535847008	-0.03292192	0	0.7588	97.86585366	1.877785859	3.02	1.946940497	0.359036142	4.25	2.585344427	"18.18181818"	35.67412	3.39545	35.54844	79.44103	9.772607381	2	8.37092	11	37.593066	-1.232379
"852"	"174"	0	44.25	0.535847008	-0.03292192	0	0.7588	97.86585366	1.877785859	3.02	1.946940497	0.359036142	4.25	2.585344427	"18.18181818"	35.67412	3.39545	35.54844	79.44103	9.772607381	2	8.37092	11	37.593066	-1.232379
"86"	"175"	1	34.19521638	0.625196501	0.151232007	1	0.5851	98.125	2.014096117	7.32	1.667747952	0.19497451	8.5	2.732182099	"18.18181818"	11.15259	0.62394	1.92588	11.04987	8.817052665	2	8.355233156	22	39.538668	-1.802287
"861"	"175"	1	34.19521638	0.625196501	0.151232007	1	0.5851	98.125	2.014096117	7.32	1.667747952	0.19497451	8.5	2.732182099	"18.18181818"	11.15259	0.62394	1.92588	11.04987	8.817052665	2	8.355233156	22	39.538668	-1.802287
"862"	"175"	1	34.19521638	0.625196501	0.151232007	1	0.5851	98.125	2.014096117	7.32	1.667747952	0.19497451	8.5	2.732182099	"18.18181818"	11.15259	0.62394	1.92588	11.04987	8.817052665	2	8.355233156	22	39.538668	-1.802287
"87"	"176"	1	34.43243243	0.718200707	0.340011719	1	0.7206	97.77777808	1.733261481	4.53	1.999802691	0.191991992	7.75	2.724161212	"11.76470588"	14.34358	0	0	0	15.48364089	2	8.290087567	17	38.065532	-1.527039
"871"	"176"	1	34.43243243	0.718200707	0.340011719	1	0.7206	97.77777808	1.733261481	4.53	1.999802691	0.191991992	7.75	2.724161212	"11.76470588"	14.34358	0	0	0	15.48364089	2	8.290087567	17	38.065532	-1.527039
"872"	"176"	1	34.43243243	0.718200707	0.340011719	1	0.7206	97.77777808	1.733261481	4.53	1.999802691	0.191991992	7.75	2.724161212	"11.76470588"	14.34358	0	0	0	15.48364089	2	8.290087567	17	38.065532	-1.527039
"88"	"177"	1	40.58333333	0.583021422	0.217595511	1	0.6453	81.51190171	2.030652336	2.84	1.749236033	0.21108439	11.75	2.70756917	NA	19.12033	0.89065	8.2484	12.88264	13.98894297	2	8.329126369	7	39.127509	-2.345141
"881"	"177"	1	40.58333333	0.583021422	0.217595511	1	0.6453	81.51190171	2.030652336	2.84	1.749236033	0.21108439	11.75	2.70756917	NA	19.12033	0.89065	8.2484	12.88264	13.98894297	2	8.329126369	7	39.127509	-2.345141
"882"	"177"	1	40.58333333	0.583021422	0.217595511	1	0.6453	81.51190171	2.030652336	2.84	1.749236033	0.21108439	11.75	2.70756917	NA	19.12033	0.89065	8.2484	12.88264	13.98894297	2	8.329126369	7	39.127509	-2.345141
"89"	"178"	0	38.5	0.370039093	0.648321848	1	0.5868	95.52987273	1.821166216	4.91	2.272299739	0.200856419	10.75	2.777742432	"9.090909091"	8.31674	0.36497	6.77057	8.48169	13.83672681	2	8.372099467	22	38.765277	-1.020167
"891"	"178"	0	38.5	0.370039093	0.648321848	1	0.5868	95.52987273	1.821166216	4.91	2.272299739	0.200856419	10.75	2.777742432	"9.090909091"	8.31674	0.36497	6.77057	8.48169	13.83672681	2	8.372099467	22	38.765277	-1.020167
"892"	"178"	0	38.5	0.370039093	0.648321848	1	0.5868	95.52987273	1.821166216	4.91	2.272299739	0.200856419	10.75	2.777742432	"9.090909091"	8.31674	0.36497	6.77057	8.48169	13.83672681	2	8.372099467	22	38.765277	-1.020167
"90"	"179"	0	24.13386726	0.526170753	0.308414394	1	0.607	99.19354839	1.840426049	4	2.030367753	0.152676575	3.25	2.709591406	"27.27272727"	12.19596	0.39518	6.32574	18.17434	8.440490583	2	8.32447795	11	39.001486	-2.838135
"901"	"179"	0	24.13386726	0.526170753	0.308414394	1	0.607	99.19354839	1.840426049	4	2.030367753	0.152676575	3.25	2.709591406	"27.27272727"	12.19596	0.39518	6.32574	18.17434	8.440490583	2	8.32447795	11	39.001486	-2.838135
"902"	"179"	0	24.13386726	0.526170753	0.308414394	1	0.607	99.19354839	1.840426049	4	2.030367753	0.152676575	3.25	2.709591406	"27.27272727"	12.19596	0.39518	6.32574	18.17434	8.440490583	2	8.32447795	11	39.001486	-2.838135
"10"	"18"	0	25.50833333	0.509158801	-0.556589721	0	0.8855	99.38455008	2.417021388	2.87	1.706448265	0.233988865	1.5	2.999166995	NA	17.30791	0.01846	1.5729	0.00019	10.13905966	2	9.214378141	6	-31.7189	-67.837306
"1010"	"18"	0	25.50833333	0.509158801	-0.556589721	0	0.8855	99.38455008	2.417021388	2.87	1.706448265	0.233988865	1.5	2.999166995	NA	17.30791	0.01846	1.5729	0.00019	10.13905966	2	9.214378141	6	-31.7189	-67.837306
"1011"	"18"	0	25.50833333	0.509158801	-0.556589721	0	0.8855	99.38455008	2.417021388	2.87	1.706448265	0.233988865	1.5	2.999166995	NA	17.30791	0.01846	1.5729	0.00019	10.13905966	2	9.214378141	6	-31.7189	-67.837306
"91"	"180"	1	57.5	0.66143209	0.226927456	1	0.6224	94.19907999	2.018642256	3.51	1.607972449	0.205966984	4.75	2.551135745	"41.66666667"	10.05236	0.93134	9.06492	14.33553	12.31289729	2	8.229200001	12	39.052994	-2.572251
"912"	"180"	1	57.5	0.66143209	0.226927456	1	0.6224	94.19907999	2.018642256	3.51	1.607972449	0.205966984	4.75	2.551135745	"41.66666667"	10.05236	0.93134	9.06492	14.33553	12.31289729	2	8.229200001	12	39.052994	-2.572251
"913"	"180"	1	57.5	0.66143209	0.226927456	1	0.6224	94.19907999	2.018642256	3.51	1.607972449	0.205966984	4.75	2.551135745	"41.66666667"	10.05236	0.93134	9.06492	14.33553	12.31289729	2	8.229200001	12	39.052994	-2.572251
"92"	"182"	1	62.625	0.846972241	0.351528442	1	0.61	77.23734169	2.016707496	3.69	1.669828873	0.133875597	21.75	2.708635848	"36.36363636"	26.45277	15.97841	2.28869	2.08279	15.01653471	2	8.29384129	11	40.260207	-3.485507
"921"	"182"	1	62.625	0.846972241	0.351528442	1	0.61	77.23734169	2.016707496	3.69	1.669828873	0.133875597	21.75	2.708635848	"36.36363636"	26.45277	15.97841	2.28869	2.08279	15.01653471	2	8.29384129	11	40.260207	-3.485507
"922"	"182"	1	62.625	0.846972241	0.351528442	1	0.61	77.23734169	2.016707496	3.69	1.669828873	0.133875597	21.75	2.708635848	"36.36363636"	26.45277	15.97841	2.28869	2.08279	15.01653471	2	8.29384129	11	40.260207	-3.485507
"93"	"185"	0	50	0.400465326	0.458433664	1	0.5839	91.62460228	1.814587172	5.04	2.06775469	0.118816268	14.75	2.601116048	"21.05263158"	13.30625	0.71046	1.95953	8.73066	11.98533054	2	8.304887218	19	39.86184	-2.543747
